00003731.wav|În după-amiaza unei zile de toamnă, aproape lipit de tastele calculatorului, Sorin gonea cu viteză o mașină prin labirintul traseului.|În după-amiaza unei zile de toamnă, aproape lipit de tastele calculatorului, Sorin gonea cu viteză o mașină prin labirintul traseului.
00003732.wav|Ocolea cu multă ușurință toate obstacolele pe care le știa deja pe de rost.|Ocolea cu multă ușurință toate obstacolele pe care le știa deja pe de rost.
00003733.wav|Furat de joc, uitase, ca de obicei, de cărțile și caietele adunate lângă calculator.|Furat de joc, uitase, ca de obicei, de cărțile și caietele adunate lângă calculator.
00003734.wav|Deodată se auzi o voce timidă: – Sorine!|Deodată se auzi o voce timidă: – Sorine!
00003735.wav|Sorine! Băiatul sări ca ars de la masă.|Sorine! Băiatul sări ca ars de la masă.
00003736.wav|Știi cât a muncit asupra mea poetul Tudor Arghezi?|Știi cât a muncit asupra mea poetul Tudor Arghezi?
00003737.wav|M-a gândit zile și nopți în șir, mi-a ales cu grijă cuvintele și le-a potrivit cu multă măiestrie.|M-a gândit zile și nopți în șir, mi-a ales cu grijă cuvintele și le-a potrivit cu multă măiestrie.
00003738.wav|Sunt o parte frumoasă din sufletul și gândurile poetului.|Sunt o parte frumoasă din sufletul și gândurile poetului.
00003739.wav|Dar fără tine, mă simt ca o vioară la care nu cântă nimeni.|Dar fără tine, mă simt ca o vioară la care nu cântă nimeni.
00003740.wav|Pentru copii ca tine am fost scrisă!|Pentru copii ca tine am fost scrisă!
00003741.wav|Știi câte taine ai afla despre lumea micilor vietăți?|Știi câte taine ai afla despre lumea micilor vietăți?
00003742.wav|Acolo textele au fost culese cu litere de tipar la un calculator ca al tău.|Acolo textele au fost culese cu litere de tipar la un calculator ca al tău.
00003743.wav|Pictorul m-a înfrumusețat cu ilustrații.|Pictorul m-a înfrumusețat cu ilustrații.
00003744.wav|Machetatorul mi-a așezat cu grijă, tot la calculator, textele și desenele în pagină.|Machetatorul mi-a așezat cu grijă, tot la calculator, textele și desenele în pagină.
00003745.wav|La tipografie mi-au cusut foile și mi-au pus copertele.|La tipografie mi-au cusut foile și mi-au pus copertele.
00003746.wav|Apoi m-au tipărit în mii de exemplare.|Apoi m-au tipărit în mii de exemplare.
00003747.wav|Toți oamenii aceștia s-au gândit că fac un lucru de mare folos pentru tine!|Toți oamenii aceștia s-au gândit că fac un lucru de mare folos pentru tine!
00003748.wav|Sorin plecă ochii uimit și rușinat.|Sorin plecă ochii uimit și rușinat.
00003749.wav|Deschise cartea încet, îi netezi filele și începu să citească.|Deschise cartea încet, îi netezi filele și începu să citească.
00003750.wav|Sorin ascultă cu atenție povestea cărții.|Sorin ascultă cu atenție povestea cărții.
00003751.wav|Pictorul înfrumusețează cărțile cu ilustrații.|Pictorul înfrumusețează cărțile cu ilustrații.
00003752.wav|Sorin își dădu seama cât de importantă este cartea în viața omului.|Sorin își dădu seama cât de importantă este cartea în viața omului.
00003753.wav|Copilul a ținut seama de sfaturile cărții.|Copilul a ținut seama de sfaturile cărții.
00003754.wav|După ce a ascultat povestea cărții, Sorin a citit o seamă de povestiri interesante.|După ce a ascultat povestea cărții, Sorin a citit o seamă de povestiri interesante.
00003755.wav|Din cărți înveți mereu lucruri de seamă.|Din cărți înveți mereu lucruri de seamă.
00003756.wav|V-ar plăcea să învățați la școală cu învățători și profesori sau cu un calculator performant, care i-ar înlocui pe aceștia?|V-ar plăcea să învățați la școală cu învățători și profesori sau cu un calculator performant, care i-ar înlocui pe aceștia?
00003757.wav|"Nu vrei mâna s-o întinzi, S-o alegi și s-o deschizi, Foaia albă să-i dezmierzi, Slova neagră să i-o vezi?"""|Nu vrei mâna s-o întinzi, S-o alegi și s-o deschizi, Foaia albă să-i dezmierzi, Slova neagră să i-o vezi?”
00003758.wav|Maria Petra M-am dus ieri la Stardi.|Maria Petra M-am dus ieri la Stardi.
00003759.wav|Văzându-i biblioteca, m-am simțit ros de invidie.|Văzându-i biblioteca, m-am simțit ros de invidie.
00003760.wav|El nu e bogat și nu-și poate cumpăra multe cărți.|El nu e bogat și nu-și poate cumpăra multe cărți.
00003761.wav|Dar păstrează cu foarte multă grijă atât cărțile de la școală, cât și pe cele dăruite de părinți.|Dar păstrează cu foarte multă grijă atât cărțile de la școală, cât și pe cele dăruite de părinți.
00003762.wav|Toți banii primiți îi pune deoparte și îi cheltuiește la librărie.|Toți banii primiți îi pune deoparte și îi cheltuiește la librărie.
00003763.wav|În felul acesta și-a alcătuit o bibliotecă.|În felul acesta și-a alcătuit o bibliotecă.
00003764.wav|Tatăl său, când a văzut că iubește cărțile, i-a cumpărat o etajeră frumoasă din lemn de nuc, cu perdeluță verde.|Tatăl său, când a văzut că iubește cărțile, i-a cumpărat o etajeră frumoasă din lemn de nuc, cu perdeluță verde.
00003765.wav|Micul Stardi dă perdeluța la o parte și apar două rânduri de cărți așezate într-o ordine desăvârșită|Micul Stardi dă perdeluța la o parte și apar două rânduri de cărți așezate într-o ordine desăvârșită
00003766.wav|Are și catalog, ca bibliotecarii.|Are și catalog, ca bibliotecarii.
00003767.wav|Își petrece tot timpul în jurul cărților.|Își petrece tot timpul în jurul cărților.
00003768.wav|Le șterge de praf, le răsfoiește, le citește, le privește copertele.|Le șterge de praf, le răsfoiește, le citește, le privește copertele.
00003769.wav|Pentru el, când cumpără o carte nouă, e o sărbătoare.|Pentru el, când cumpără o carte nouă, e o sărbătoare.
00003770.wav|Ați putea să-mi recomandați o carte despre strămoși?|Ați putea să-mi recomandați o carte despre strămoși?
00003771.wav|Iar eu aș dori o carte cu povești!|Iar eu aș dori o carte cu povești!
00003772.wav|Amintiți-vă de prima voastră zi de școală.|Amintiți-vă de prima voastră zi de școală.
00003773.wav|Ce momente vi s-au întipărit în minte?|Ce momente vi s-au întipărit în minte?
00003774.wav|Ce sentimente ați trăit în acea zi?|Ce sentimente ați trăit în acea zi?
00003775.wav|Băiețelul plângea lângă una dintre ferestrele culoarului.|Băiețelul plângea lângă una dintre ferestrele culoarului.
00003776.wav|Cu bărbia sprijinită de pervaz, privea în curtea școlii.|Cu bărbia sprijinită de pervaz, privea în curtea școlii.
00003777.wav|Un bărbat înalt, cu fața luminoasă, cu părul bogat, s-a apropiat de el și l-a întrebat blând: – Ce e cu tine?|Un bărbat înalt, cu fața luminoasă, cu părul bogat, s-a apropiat de el și l-a întrebat blând: – Ce e cu tine?
00003778.wav|Din ochii negri și strălucitori ai copilului au ieșit la iveală două perle fierbinți.|Din ochii negri și strălucitori ai copilului au ieșit la iveală două perle fierbinți.
00003779.wav|Numele meu este Alexandru Mocanu.|Numele meu este Alexandru Mocanu.
00003780.wav|Acum, fiindcă am făcut cunoștință, te rog să-mi spui în ce clasă ești și ce s-a întâmplat.|Acum, fiindcă am făcut cunoștință, te rog să-mi spui în ce clasă ești și ce s-a întâmplat.
00003781.wav|Dumnealui l-a luat de mână, pornind de-a lungul coridorului.|Dumnealui l-a luat de mână, pornind de-a lungul coridorului.
00003782.wav|Ajungând în dreptul unei uși pe care scria Laboratorul de științe ale naturii, au intrat.|Ajungând în dreptul unei uși pe care scria Laboratorul de științe ale naturii, au intrat.
00003783.wav|Copilul a dat cu ochii de un vultur, de un arici, de un acvariu...|Copilul a dat cu ochii de un vultur, de un arici, de un acvariu...
00003784.wav|Acum hai să vedem și alte locuri!|Acum hai să vedem și alte locuri!
00003785.wav|Ilustrația ne oferă informații despre text.|Ilustrația ne oferă informații despre text.
00003786.wav|Cu ajutorul ei înțelegem mai bine textul.|Cu ajutorul ei înțelegem mai bine textul.
00003787.wav|Au mers la sala de sport, apoi au vizitat câteva săli de clasă.|Au mers la sala de sport, apoi au vizitat câteva săli de clasă.
00003788.wav|Ionuț a văzut mulți copii din blocul lui care învățau la această școală.|Ionuț a văzut mulți copii din blocul lui care învățau la această școală.
00003789.wav|Se simțea mândru că era de mână cu nenea directorul.|Se simțea mândru că era de mână cu nenea directorul.
00003790.wav|Toți copiii se ridicau din bănci și spuneau în cor: „Bună ziua!” Cel mai mult i-a plăcut sala în care un loc gol, într-o bancă, îl aștepta.|Toți copiii se ridicau din bănci și spuneau în cor: „Bună ziua!” Cel mai mult i-a plăcut sala în care un loc gol, într-o bancă, îl aștepta.
00003791.wav|Și învățătoarea lui era cea mai frumoasă dintre toate pe care le văzuse în școală.|Și învățătoarea lui era cea mai frumoasă dintre toate pe care le văzuse în școală.
00003792.wav|Dumneaei l-a privit cu blândețe.|Dumneaei l-a privit cu blândețe.
00003793.wav|Ionuț decide să rămână la școală.|Ionuț decide să rămână la școală.
00003794.wav|Domnul director îi prezintă băiatului școala.|Domnul director îi prezintă băiatului școala.
00003795.wav|Băiatul face cunoștință cu directorul școlii.|Băiatul face cunoștință cu directorul școlii.
00003796.wav|Un elev din clasa întâi plânge pe hol.|Un elev din clasa întâi plânge pe hol.
00003797.wav|Fiecare fragment are una sau mai multe idei.|Fiecare fragment are una sau mai multe idei.
00003798.wav|Comunicarea prin care se transmite informația cea mai importantă dintr-un fragment reprezintă ideea principală.|Comunicarea prin care se transmite informația cea mai importantă dintr-un fragment reprezintă ideea principală.
00003799.wav|Celelalte idei din fragment sunt secundare.|Celelalte idei din fragment sunt secundare.
00003800.wav|Ele completează ideea principală.|Ele completează ideea principală.
00003801.wav|Comunicând, realizăm un schimb de informații, idei, sentimente, impresii.|Comunicând, realizăm un schimb de informații, idei, sentimente, impresii.
00003802.wav|Când comunicăm, folosim diverse formule politicoase.|Când comunicăm, folosim diverse formule politicoase.
00003803.wav|Dorin, cum ți se pare noul antrenor?|Dorin, cum ți se pare noul antrenor?
00003804.wav|Este un om extraordinar, Emil!|Este un om extraordinar, Emil!
00003805.wav|Dialogul este convorbirea dintre două sau mai multe persoane.|Dialogul este convorbirea dintre două sau mai multe persoane.
00003806.wav|Comunicarea dialogată se realizează astfel: mesaj.|Comunicarea dialogată se realizează astfel: mesaj.
00003807.wav|Replicile fiecărui vorbitor se scriu cu alineat și cu linie de dialog.|Replicile fiecărui vorbitor se scriu cu alineat și cu linie de dialog.
00003808.wav|Eu sunt directorul școlii, Ionuț.|Eu sunt directorul școlii, Ionuț.
00003809.wav|Ionuț, eu sunt directorul școlii.|Ionuț, eu sunt directorul școlii.
00003810.wav|Eu sunt, Ionuț, directorul școlii.|Eu sunt, Ionuț, directorul școlii.
00003811.wav|În propoziție, virgula se folosește pentru a separa cuvântul care arată o adresare.|În propoziție, virgula se folosește pentru a separa cuvântul care arată o adresare.
00003812.wav|Un bărbat înalt l-a întrebat blând: – De ce plângi, copile?|Un bărbat înalt l-a întrebat blând: – De ce plângi, copile?
00003813.wav|Tata întreabă Cum a fost azi la școală Nicu Foarte bine Am fost lăudat de doamna învățătoare pentru răspunsurile frumoase.|Tata întreabă Cum a fost azi la școală Nicu Foarte bine Am fost lăudat de doamna învățătoare pentru răspunsurile frumoase.
00003814.wav|Sunt Dumitru, colegul lui Vlad.|Sunt Dumitru, colegul lui Vlad.
00003815.wav|Aș dori să vorbesc cu el, dacă se poate.|Aș dori să vorbesc cu el, dacă se poate.
00003816.wav|La revedere, Dumitraș! Mulțumesc! Sărut mâna!|La revedere, Dumitraș! Mulțumesc! Sărut mâna!
00003817.wav|La ce oră începe azi repetiția?|La ce oră începe azi repetiția?
00003818.wav|Ne întâlnim la Palatul Copiilor.|Ne întâlnim la Palatul Copiilor.
00003819.wav|Pe mine nu mă strigă nimeni așa.|Pe mine nu mă strigă nimeni așa.
00003820.wav|Toată lumea mă strigă Luchi...|Toată lumea mă strigă Luchi...
00003821.wav|Așa-i de caraghios să te strige cineva Casian Alexandra!|Așa-i de caraghios să te strige cineva Casian Alexandra!
00003822.wav|Doamna se uită la mine și zâmbește.|Doamna se uită la mine și zâmbește.
00003823.wav|Am uitat că banca e înaltă și cad de sus, bocănind, în picioare.|Am uitat că banca e înaltă și cad de sus, bocănind, în picioare.
00003824.wav|Simt în jurul meu râsul stăpânit al clasei.|Simt în jurul meu râsul stăpânit al clasei.
00003825.wav|Încă nu râd, dar ochii lor împung și dor.|Încă nu râd, dar ochii lor împung și dor.
00003826.wav|Și dintr-odată mi se face rușine de numele meu și de mine.|Și dintr-odată mi se face rușine de numele meu și de mine.
00003827.wav|Casian Alexandra! răspund repede, uitându-mă urât spre zburliță.|Casian Alexandra! răspund repede, uitându-mă urât spre zburliță.
00003828.wav|Mă așez la locul meu și mă uit la mine, la fetița asta nouă pe care o cheamă Casian Alexandra și pe care parcă n-o cunosc.|Mă așez la locul meu și mă uit la mine, la fetița asta nouă pe care o cheamă Casian Alexandra și pe care parcă n-o cunosc.
00003829.wav|Casian Alexandra are șorț negru, ciorapi lungi, guler alb și cozi împletite strâns.|Casian Alexandra are șorț negru, ciorapi lungi, guler alb și cozi împletite strâns.
00003830.wav|Stă cuminte cu mâinile pe pupitru.|Stă cuminte cu mâinile pe pupitru.
00003831.wav|Îi este rușine că o cheamă Luchi, ca pe căței...|Îi este rușine că o cheamă Luchi, ca pe căței...
00003832.wav|În locul ei, o școlăriță cuminte clipește mărunțel și-și înghite lacrimile.|În locul ei, o școlăriță cuminte clipește mărunțel și-și înghite lacrimile.
00003833.wav|Numele adevărat al autoarei era Alexandra Gavrilescu.|Numele adevărat al autoarei era Alexandra Gavrilescu.
00003834.wav|Otilia Cazimir a evocat copilăria descriind propriile amintiri din anii de școală, din vacanțele petrecute la bunici.|Otilia Cazimir a evocat copilăria descriind propriile amintiri din anii de școală, din vacanțele petrecute la bunici.
00003835.wav|Povestirea „A murit Luchi” este despre o fetiță care, pășind pragul școlii, intră într-o lume nouă.|Povestirea „A murit Luchi” este despre o fetiță care, pășind pragul școlii, intră într-o lume nouă.
00003836.wav|Ea lasă în urmă viața lipsită de griji, jucăriile, poznele și numele ei de alint.|Ea lasă în urmă viața lipsită de griji, jucăriile, poznele și numele ei de alint.
00003837.wav|Eleva Casian Alexandra se desparte de numele ei de alint.|Eleva Casian Alexandra se desparte de numele ei de alint.
00003838.wav|Școlarii au intrat în sala de clasă.|Școlarii au intrat în sala de clasă.
00003839.wav|Doamna învățătoare face apelul.|Doamna învățătoare face apelul.
00003840.wav|Andreea a cumpărat mine pentru creion.|Andreea a cumpărat mine pentru creion.
00003841.wav|Cărbunele se extrage din mine.|Cărbunele se extrage din mine.
00003842.wav|Observând imaginile, descifrăm mesajele lor.|Observând imaginile, descifrăm mesajele lor.
00003843.wav|Persoana care organizează și controlează mișcarea trenurilor într-o gară se numește impiegat.|Persoana care organizează și controlează mișcarea trenurilor într-o gară se numește impiegat.
00003844.wav|Comunicarea nonverbală (fără cuvinte) asigură transmiterea de mesaje prin imagini simbolice, sunete, culori, gesturi și mimică.|Comunicarea nonverbală, fără cuvinte, asigură transmiterea de mesaje prin imagini simbolice, sunete, culori, gesturi și mimică.
00003845.wav|Comunicarea fără cuvinte înlocuiește sau completează comunicarea orală.|Comunicarea fără cuvinte înlocuiește sau completează comunicarea orală.
00003846.wav|Prin zâmbet, vorbitorul atrage bunăvoința ascultătorului.|Prin zâmbet, vorbitorul atrage bunăvoința ascultătorului.
00003847.wav|Atenție, în preajmă este o școală!|Atenție, în preajmă este o școală!
00003848.wav|Traversarea străzii este interzisă!|Traversarea străzii este interzisă!
00003849.wav|A fost odată un tată înțelept care avea trei feciori.|A fost odată un tată înțelept care avea trei feciori.
00003850.wav|Într-o zi îi chemă la dânsul și le spuse: – Dragii mei, vă dau la fiecare câte o pungă cu galbeni.|Într-o zi îi chemă la dânsul și le spuse: – Dragii mei, vă dau la fiecare câte o pungă cu galbeni.
00003851.wav|Mergeți în lume și căutați fructul cel mai valoros.|Mergeți în lume și căutați fructul cel mai valoros.
00003852.wav|Care dintre voi mi-l va aduce, îi voi dărui jumătate din averea mea.|Care dintre voi mi-l va aduce, îi voi dărui jumătate din averea mea.
00003853.wav|Feciorii luară pungile cu galbeni și porniră fiecare în trei părți ale lumii în căutarea celui mai prețios fruct.|Feciorii luară pungile cu galbeni și porniră fiecare în trei părți ale lumii în căutarea celui mai prețios fruct.
00003854.wav|După trei ani se-ntoarseră cu toții la tatăl lor.|După trei ani se-ntoarseră cu toții la tatăl lor.
00003855.wav|Dintre toate fructele pământului, ei sunt cei mai dulci.|Dintre toate fructele pământului, ei sunt cei mai dulci.
00003856.wav|De aceea m-am dus în țările sudice și ți-am cumpărat fructe rare ce nu cresc pe la noi: nuci de cocos, portocale, curmale, banane.|De aceea m-am dus în țările sudice și ți-am cumpărat fructe rare ce nu cresc pe la noi: nuci de cocos, portocale, curmale, banane.
00003857.wav|Din fiecare câte puțin, ca să ai de unde să-ți alegi.|Din fiecare câte puțin, ca să ai de unde să-ți alegi.
00003858.wav|Poftim, ia ce-ți place! – Bine ai făcut, fiul meu, mi-ai adus fructe minunate!|Poftim, ia ce-ți place! – Bine ai făcut, fiul meu, mi-ai adus fructe minunate!
00003859.wav|Apoi se întoarse către mezin: – Dar tu, fiule, ce mi-ai adus?|Apoi se întoarse către mezin: – Dar tu, fiule, ce mi-ai adus?
00003860.wav|De ce te-ai întors cu mâinile goale?|De ce te-ai întors cu mâinile goale?
00003861.wav|Este adevărat, tată, că m-am întors cu mâinile goale, însă banii pe care mi i-ai dat nu i-am risipit pe fructe scumpe, ci m-am înscris la o școală.|Este adevărat, tată, că m-am întors cu mâinile goale, însă banii pe care mi i-ai dat nu i-am risipit pe fructe scumpe, ci m-am înscris la o școală.
00003862.wav|Trei ani de zile am tot învățat.|Trei ani de zile am tot învățat.
00003863.wav|Fructele pe care le-am cules nu se văd, pentru că ele se află în inima și în mintea mea.|Fructele pe care le-am cules nu se văd, pentru că ele se află în inima și în mintea mea.
00003864.wav|Socot, tată, că acestea sunt cele mai valoroase fructe, zise fiul cel mic.|Socot, tată, că acestea sunt cele mai valoroase fructe, zise fiul cel mic.
00003865.wav|Auzind aceste cuvinte, tatăl se bucură și zise: Tu mi-ai adus fructele cele mai scumpe, fiul meu!|Auzind aceste cuvinte, tatăl se bucură și zise: Tu mi-ai adus fructele cele mai scumpe, fiul meu!
00003866.wav|Tu meriți răsplata făgăduită, pentru că nu există fruct mai valoros ca învățătura.|Tu meriți răsplata făgăduită, pentru că nu există fruct mai valoros ca învățătura.
00003867.wav|Fiii s-au întors acasă peste trei ani.|Fiii s-au întors acasă peste trei ani.
00003868.wav|Fiul cel mare a adus fructe exotice.|Fiul cel mare a adus fructe exotice.
00003869.wav|Feciorul cel mic a cheltuit banii pentru învățătură.|Feciorul cel mic a cheltuit banii pentru învățătură.
00003870.wav|Tatăl s-a bucurat de înțelepciunea mezinului, dându-i jumătate din avere.|Tatăl s-a bucurat de înțelepciunea mezinului, dându-i jumătate din avere.
00003871.wav|Așteptam cu nerăbdare prima mea zi de școală.|Așteptam cu nerăbdare prima mea zi de școală.
00003872.wav|Părinții îmi cumpăraseră uniformă și un ghiozdan frumos în care mi-am pus cu grijă rechizitele școlare.|Părinții îmi cumpăraseră uniformă și un ghiozdan frumos în care mi-am pus cu grijă rechizitele școlare.
00003873.wav|Drumul spre școală părea un râu nesfârșit de elevi, părinți și bunici.|Drumul spre școală părea un râu nesfârșit de elevi, părinți și bunici.
00003874.wav|Curtea era neîncăpătoare pentru mulțimea care se adunase.|Curtea era neîncăpătoare pentru mulțimea care se adunase.
00003875.wav|Copiii abia se vedeau de după buchetele mari de flori.|Copiii abia se vedeau de după buchetele mari de flori.
00003876.wav|Apariția doamnei învățătoare mi-a sporit emoțiile.|Apariția doamnei învățătoare mi-a sporit emoțiile.
00003877.wav|Glasul ei blând ne-a îndemnat s-o urmăm în sala de clasă.|Glasul ei blând ne-a îndemnat s-o urmăm în sala de clasă.
00003878.wav|Eram o ceată de pitici cu ghiozdane mari.|Eram o ceată de pitici cu ghiozdane mari.
00003879.wav|Pe fiecare bancă am găsit manuale și câte o crizantemă.|Pe fiecare bancă am găsit manuale și câte o crizantemă.
00003880.wav|Voi sunteți florile vieții, dragi copii!|Voi sunteți florile vieții, dragi copii!
00003881.wav|Acasă, le-am povestit tuturor emoțiile pe care le-am trăit la școală.|Acasă, le-am povestit tuturor emoțiile pe care le-am trăit la școală.
00003882.wav|Cu siguranță, această zi va rămâne mereu în mintea și în sufletul meu.|Cu siguranță, această zi va rămâne mereu în mintea și în sufletul meu.
00003883.wav|Plin de voioșie, am intrat în sala de clasă.|Plin de voioșie, am intrat în sala de clasă.
00003884.wav|Azi am ajuns mai devreme la școală.|Azi am ajuns mai devreme la școală.
00003885.wav|Mai aveam o jumătate de oră până la intrarea în clasă.|Mai aveam o jumătate de oră până la intrarea în clasă.
00003886.wav|M-am așezat pe o bancă în curtea școlii.|M-am așezat pe o bancă în curtea școlii.
00003887.wav|Aerul proaspăt al dimineții trezise la viață întreaga natură.|Aerul proaspăt al dimineții trezise la viață întreaga natură.
00003888.wav|Soarele își trimitea razele jucăușe printre frunzele somnoroase ale copacilor.|Soarele își trimitea razele jucăușe printre frunzele somnoroase ale copacilor.
00003889.wav|Florile se deșteptau rând pe rând, spălându-și obrajii cu rouă.|Florile se deșteptau rând pe rând, spălându-și obrajii cu rouă.
00003890.wav|Păsările salutau cu trilurile lor frumoase dimineața însorită.|Păsările salutau cu trilurile lor frumoase dimineața însorită.
00003891.wav|Amicul meu, Spirache, e convins că învață.|Amicul meu, Spirache, e convins că învață.
00003892.wav|O spune și în fața domnului profesor, după ce la o cascadă de întrebări încleștează buzele.|O spune și în fața domnului profesor, după ce la o cascadă de întrebări încleștează buzele.
00003893.wav|Să nu vă închipuiți că minte...|Să nu vă închipuiți că minte...
00003894.wav|Nu! Spirache e absolut convins că a învățat.|Nu! Spirache e absolut convins că a învățat.
00003895.wav|Mirării profesorului îi dau răspuns aerul de jignit, buza răsfrântă și primele lui lacrimi.|Mirării profesorului îi dau răspuns aerul de jignit, buza răsfrântă și primele lui lacrimi.
00003896.wav|Toate stau mărturie că băiatul a învățat.|Toate stau mărturie că băiatul a învățat.
00003897.wav|Numai că Spirache a învățat în felul lui.|Numai că Spirache a învățat în felul lui.
00003898.wav|Dar nu în parc, ci la masa lui de scris, cu manualul și caietul în față.|Dar nu în parc, ci la masa lui de scris, cu manualul și caietul în față.
00003899.wav|El socotea că dacă ține cartea în față, treaba e gata făcută.|El socotea că dacă ține cartea în față, treaba e gata făcută.
00003900.wav|Își plimbă ochii peste rânduri într-o dulce somnolență.|Își plimbă ochii peste rânduri într-o dulce somnolență.
00003901.wav|În același timp își poartă gândurile leneșe roi...|În același timp își poartă gândurile leneșe roi...
00003902.wav|Din când în când își ridică ochii spre ceas: – Mai am încă jumătate de oră..., un sfert de oră...|Din când în când își ridică ochii spre ceas: – Mai am încă jumătate de oră..., un sfert de oră...
00003903.wav|Spirache crede că e de ajuns să se uite în carte o oră-două ca să știe.|Spirache crede că e de ajuns să se uite în carte o oră-două ca să știe.
00003904.wav|Ceea ce face el e o treabă de ochii lumii!|Ceea ce face el e o treabă de ochii lumii!
00003905.wav|Pe cine păcălește jucându-se cu timpul, prefăcându-se că învață?|Pe cine păcălește jucându-se cu timpul, prefăcându-se că învață?
00003906.wav|Se aseamănă cu o locomotivă care scoate fum, pufăie din când în când, dar nu „înghite” kilometri.|Se aseamănă cu o locomotivă care scoate fum, pufăie din când în când, dar nu „înghite” kilometri.
00003907.wav|Părinții îl văd la masa de lucru și sunt liniștiți...|Părinții îl văd la masa de lucru și sunt liniștiți...
00003908.wav|Se liniștește și el: n-a citit oare 120 de minute?|Se liniștește și el: n-a citit oare 120 de minute?
00003909.wav|Acum acele ceasornicului indică ora pentru joacă.|Acum acele ceasornicului indică ora pentru joacă.
00003910.wav|În sfârșit! Ia să mă dezmorțesc nițel...|În sfârșit! Ia să mă dezmorțesc nițel...
00003911.wav|Dar el, de fapt, s-a jucat până acum.|Dar el, de fapt, s-a jucat până acum.
00003912.wav|Deși a stat în fața manualului cu tâmplele în pumni, în minte nu i-a pătruns nimic.|Deși a stat în fața manualului cu tâmplele în pumni, în minte nu i-a pătruns nimic.
00003913.wav|Ce răspunde el, de obicei, când este chemat să povestească tema?|Ce răspunde el, de obicei, când este chemat să povestească tema?
00003914.wav|Care sunt semnele ce ne dau de înțeles că el se simte nedreptățit?|Care sunt semnele ce ne dau de înțeles că el se simte nedreptățit?
00003915.wav|Cum își pregătește, de fapt, Spirache temele?|Cum își pregătește, de fapt, Spirache temele?
00003916.wav|Cu cine poate fi comparat un asemenea elev?|Cu cine poate fi comparat un asemenea elev?
00003917.wav|De ce după două ore de „muncă” în mintea lui nu a pătruns nimic?|De ce după două ore de „muncă” în mintea lui nu a pătruns nimic?
00003918.wav|Ce credeți că s-a întâmplat a doua zi, la școală?|Ce credeți că s-a întâmplat a doua zi, la școală?
00003919.wav|Ce sfaturi i-ați da voi lui Spirache?|Ce sfaturi i-ați da voi lui Spirache?
00003920.wav|Realizați o carte a clasei cu titlul „Cartea – prietena mea”.|Realizați o carte a clasei cu titlul „Cartea – prietena mea”.
00003921.wav|Formați grupuri de lucru: micii scriitori (două grupuri) – cei mai creativi vor crea mici texte despre carte în proză sau în versuri;|Formați grupuri de lucru: micii scriitori, două grupuri, – cei mai creativi vor crea mici texte despre carte în proză sau în versuri;
00003922.wav|Puteți solicita ajutorul învățătorului, părinților, fraților, surorilor ș.a. Chiar în prima zi de școală, Bobocel a întârziat, deoarece toți ai casei l-au gătit, l-au strunit și l-au povățuit.|Puteți solicita ajutorul învățătorului, părinților, fraților, surorilor ș. a. Chiar în prima zi de școală, Bobocel a întârziat, deoarece toți ai casei l-au gătit, l-au strunit și l-au povățuit.
00003923.wav|Altfel de unde aveam să mă iau?|Altfel de unde aveam să mă iau?
00003924.wav|Ca să fii școlar, trebuie să te scriu în catalog.|Ca să fii școlar, trebuie să te scriu în catalog.
00003925.wav|Doar tatălui tău i se spune Boboc?|Doar tatălui tău i se spune Boboc?
00003926.wav|M-am gândit și eu așa în capul meu.|M-am gândit și eu așa în capul meu.
00003927.wav|Și cam până în ce clasă ai să fii tu Bobocel?|Și cam până în ce clasă ai să fii tu Bobocel?
00003928.wav|Doar atunci când veți socoti că este de ajuns, mă veți scrie Boboc.|Doar atunci când veți socoti că este de ajuns, mă veți scrie Boboc.
00003929.wav|Învățătoarea îl scrie în catalog, zâmbind ușor în sinea ei.|Învățătoarea îl scrie în catalog, zâmbind ușor în sinea ei.
00003930.wav|Cel mai mic boboc de gâscă, Vezi, s-a speriat de-o muscă!|Cel mai mic boboc de gâscă, Vezi, s-a speriat de-o muscă!
00003931.wav|Doar cu greu găsi scăpare Lângă un boboc de floare.|Doar cu greu găsi scăpare Lângă un boboc de floare.
00003932.wav|Casian Alexandra este o elevă neascultătoare, cu cozile despletite, îmbrăcată cu șorț alb și ciorapi scurți.|Casian Alexandra este o elevă neascultătoare, cu cozile despletite, îmbrăcată cu șorț alb și ciorapi scurți.
00003933.wav|Mezinul merită recompensa promisă, pentru că nu există fruct mai prețios ca învățătura.|Mezinul merită recompensa promisă, pentru că nu există fruct mai prețios ca învățătura.
00003934.wav|Oare mă vor îndrăgi noii mei colegi?|Oare mă vor îndrăgi noii mei colegi?
00003935.wav|Din pomul verde și frumos Mai cade-o frunză, încă una...|Din pomul verde și frumos Mai cade-o frunză, încă una...
00003936.wav|Se țese un covor pufos – Așa e toamna-ntotdeauna!|Se țese un covor pufos – Așa e toamna-ntotdeauna!
00003937.wav|Și păsări zi de zi se duc, Și vezi doar una câte una...|Și păsări zi de zi se duc, Și vezi doar una câte una...
00003938.wav|Precum o frunză-n vârf de nuc – Așa e toamna-ntotdeauna!|Precum o frunză-n vârf de nuc – Așa e toamna-ntotdeauna!
00003939.wav|Pe drum, pe case și pe flori Frumoase brume-și pun cununa...|Pe drum, pe case și pe flori Frumoase brume-și pun cununa...
